six-attributes-of-the-cs-major,COMPUTER_SCIENCE_COURSES
optimizing-your-workload,COLLEGE_IN_GENERAL
learning-intuition,COMPUTER_SCIENCE_COURSES
class-registration-tips,COLLEGE_IN_GENERAL
all-parts-of-grade-matter,COLLEGE_IN_GENERAL
benefits-of-unlimited-meal-plan,COLLEGE_IN_GENERAL
taking-advantage-of-autograder,COMPUTER_SCIENCE_COURSES
job-search-timeline,JOB_SEARCH
personal-projects-first-internship,JOB_SEARCH
